date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-02-19,SKU0001,13,55718.65,4286.05,0
2024-02-20,SKU0001,19,79589.67,4188.93,0
2024-02-21,SKU0001,16,68080.96,4255.06,0
2024-02-22,SKU0001,15,64006.95,4267.13,0
2024-02-23,SKU0001,16,66670.08,4166.88,0
2024-02-24,SKU0001,18,75491.82,4193.99,0
2024-02-25,SKU0001,16,68270.08,4266.88,0
2024-02-26,SKU0001,15,62930.25,4195.35,0
2024-02-27,SKU0001,14,59263.4,4233.1,0
2024-02-28,SKU0001,16,66570.4,4160.65,0
2024-02-29,SKU0001,15,64126.05,4275.07,0
2024-03-01,SKU0001,13,55651.7,4280.9,0
2024-03-02,SKU0001,8,33887.12,4235.89,0
2024-03-03,SKU0001,12,50256.72,4188.06,0
2024-03-04,SKU0001,8,33719.28,4214.91,0
2024-03-05,SKU0001,9,38440.89,4271.21,0
2024-03-06,SKU0001,11,45843.93,4167.63,0
2024-03-07,SKU0001,12,50868.84,4239.07,0
2024-03-08,SKU0001,10,42801.4,4280.14,0
2024-03-09,SKU0001,10,41753.5,4175.35,0
2024-03-10,SKU0001,17,72593.4,4270.2,0
2024-03-11,SKU0001,14,58554.02,4182.43,0
2024-03-12,SKU0001,12,50829.12,4235.76,0
2024-03-13,SKU0001,8,33483.04,4185.38,0
2024-03-14,SKU0001,14,58983.4,4213.1,0
2024-03-15,SKU0001,12,51357.24,4279.77,0
2024-03-16,SKU0001,23,96666.24,4202.88,0
2024-03-17,SKU0001,15,63299.1,4219.94,0
2024-03-18,SKU0001,14,58824.92,4201.78,0
2024-03-19,SKU0001,11,45899.59,4172.69,0
2024-03-20,SKU0001,11,46562.12,4232.92,0
2024-03-21,SKU0001,15,64003.5,4266.9,0
2024-03-22,SKU0001,19,80685.21,4246.59,0
2024-03-23,SKU0001,14,59290.14,4235.01,0
2024-03-24,SKU0001,17,70786.81,4163.93,0
2024-03-25,SKU0001,12,49934.64,4161.22,0
2024-03-26,SKU0001,15,64103.85,4273.59,0
2024-03-27,SKU0001,11,46148.3,4195.3,0
2024-03-28,SKU0001,8,33795.28,4224.41,0
2024-03-29,SKU0001,8,34188.08,4273.51,0
2024-03-30,SKU0001,13,55443.31,4264.87,0
2024-03-31,SKU0001,14,60016.46,4286.89,0
2024-04-01,SKU0001,13,54705.56,4208.12,0
2024-04-02,SKU0001,11,46890.58,4262.78,0
2024-04-03,SKU0001,15,62994.15,4199.61,0
2024-04-04,SKU0001,16,67639.68,4227.48,0
2024-04-05,SKU0001,11,45996.94,4181.54,0
2024-04-06,SKU0001,16,67842.08,4240.13,0
2024-04-07,SKU0001,14,58498.72,4178.48,0
2024-04-08,SKU0001,8,33383.76,4172.97,0
2024-04-09,SKU0001,18,76762.98,4264.61,0
2024-04-10,SKU0001,22,93376.14,4244.37,0
2024-04-11,SKU0001,15,63235.8,4215.72,0
2024-04-12,SKU0001,10,42293.0,4229.3,0
2024-04-13,SKU0001,11,45829.52,4166.32,0
2024-04-14,SKU0001,20,83512.6,4175.63,0
2024-04-15,SKU0001,7,29948.45,4278.35,0
2024-04-16,SKU0001,11,46395.58,4217.78,0
2024-04-17,SKU0001,9,37775.88,4197.32,0
2024-04-18,SKU0001,19,81170.28,4272.12,0
2024-04-19,SKU0001,17,72469.47,,0
2024-04-20,SKU0001,13,55590.34,4276.18,0
2024-04-21,SKU0001,12,50522.76,4210.23,0
2024-04-22,SKU0001,9,37548.54,4172.06,0
2024-04-23,SKU0001,5,21089.55,4217.91,0
2024-04-24,SKU0001,16,66640.64,4165.04,0
2024-04-25,SKU0001,6,25716.42,4286.07,0
2024-04-26,SKU0001,7,29966.86,4280.98,0
2024-04-27,SKU0001,4,16674.64,4168.66,0
2024-04-28,SKU0001,9,38501.28,4277.92,0
2024-04-29,SKU0001,12,51116.28,4259.69,0
2024-04-30,SKU0001,10,41743.2,4174.32,0
2024-05-01,SKU0001,10,42425.6,4242.56,0
2024-05-02,SKU0001,12,50463.0,4205.25,0
2024-05-03,SKU0001,12,50894.04,4241.17,0
2024-05-04,SKU0001,9,38551.77,4283.53,0
2024-05-05,SKU0001,8,33584.0,4198.0,0
2024-05-06,SKU0001,10,42313.2,4231.32,0
2024-05-07,SKU0001,10,42206.7,4220.67,0
2024-05-08,SKU0001,8,33527.04,4190.88,0
2024-05-09,SKU0001,12,50663.04,4221.92,0
2024-05-10,SKU0001,14,59339.42,4238.53,0
2024-05-11,SKU0001,18,76179.42,4232.19,0
2024-05-12,SKU0001,9,37670.67,4185.63,0
2024-05-13,SKU0001,9,37606.86,4178.54,0
2024-05-14,SKU0001,12,50255.16,4187.93,0
2024-05-15,SKU0001,3,12561.84,4187.28,0
2024-05-16,SKU0001,8,33777.6,4222.2,0
2024-05-17,SKU0001,12,50212.44,4184.37,0
2024-05-18,SKU0001,11,46892.45,4262.95,0
2024-05-19,SKU0001,16,67116.0,4194.75,0
2024-05-20,SKU0001,8,33450.8,4181.35,0
2024-05-21,SKU0001,11,45947.22,4177.02,0
2024-05-22,SKU0001,13,55061.37,4235.49,0
2024-05-23,SKU0001,17,71630.86,4213.58,0
2024-05-24,SKU0001,12,50266.08,4188.84,0
2024-05-25,SKU0001,13,54915.77,4224.29,0
2024-05-26,SKU0001,4,17087.32,4271.83,0
2024-05-27,SKU0001,5,21360.15,4272.03,0
2024-05-28,SKU0001,7,29986.95,4283.85,0
2024-05-29,SKU0001,12,51427.56,4285.63,0
2024-05-30,SKU0001,6,25018.14,4169.69,0
2024-05-31,SKU0001,12,50648.28,4220.69,0
2024-06-01,SKU0001,20,62024.2,3101.21,1
2024-06-02,SKU0001,22,75764.04,3443.82,1
2024-06-03,SKU0001,11,35204.18,3200.38,1
2024-06-04,SKU0001,11,35078.01,3188.91,1
2024-06-05,SKU0001,18,61264.98,3403.61,1
2024-06-06,SKU0001,7,29323.91,4189.13,0
2024-06-07,SKU0001,14,59176.18,4226.87,0
2024-06-08,SKU0001,11,47127.63,4284.33,0
2024-06-09,SKU0001,10,41884.3,4188.43,0
2024-06-10,SKU0001,1,4216.1,4216.1,0
2024-06-11,SKU0001,7,29417.43,4202.49,0
2024-06-12,SKU0001,12,50825.52,4235.46,0
2024-06-13,SKU0001,17,71955.39,4232.67,0
2024-06-14,SKU0001,9,37708.56,4189.84,0
2024-06-15,SKU0001,13,54122.12,4163.24,0
2024-06-16,SKU0001,9,38204.19,4244.91,0
2024-06-17,SKU0001,4,17078.92,4269.73,0
2024-06-18,SKU0001,7,29284.5,4183.5,0
2024-06-19,SKU0001,11,46083.29,4189.39,0
2024-06-20,SKU0001,4,16973.52,4243.38,0
2024-06-21,SKU0001,8,33514.24,4189.28,0
2024-06-22,SKU0001,10,41832.5,4183.25,0
2024-06-23,SKU0001,18,76656.6,4258.7,0
2024-06-24,SKU0001,12,51053.04,4254.42,0
2024-06-25,SKU0001,12,51253.44,4271.12,0
2024-06-26,SKU0001,9,38225.43,4247.27,0
2024-06-27,SKU0001,11,45929.73,4175.43,0
2024-06-28,SKU0001,6,25071.0,4178.5,0
2024-06-29,SKU0001,10,42276.7,4227.67,0
2024-06-30,SKU0001,9,38156.13,4239.57,0
2024-07-01,SKU0001,4,16877.04,4219.26,0
2024-07-02,SKU0001,8,33387.36,4173.42,0
2024-07-03,SKU0001,10,42177.7,4217.77,0
2024-07-04,SKU0001,7,29555.75,4222.25,0
2024-07-05,SKU0001,7,29505.21,4215.03,0
2024-07-06,SKU0001,17,72853.16,4285.48,0
2024-07-07,SKU0001,9,38440.08,4271.12,0
2024-07-08,SKU0001,8,33687.44,4210.93,0
2024-07-09,SKU0001,9,38432.07,4270.23,0
2024-07-10,SKU0001,7,29796.55,,0
2024-07-11,SKU0001,12,49947.96,4162.33,0
2024-07-12,SKU0001,6,25178.76,4196.46,0
2024-07-13,SKU0001,8,33680.64,4210.08,0
2024-07-14,SKU0001,10,41720.6,4172.06,0
2024-07-15,SKU0001,13,55435.64,4264.28,0
2024-07-16,SKU0001,7,29817.34,4259.62,0
2024-07-17,SKU0001,8,33688.4,4211.05,0
2024-07-18,SKU0001,11,46566.52,,0
2024-07-19,SKU0001,14,59262.98,4233.07,0
2024-07-20,SKU0001,15,63561.6,4237.44,0
2024-07-21,SKU0001,16,67622.88,4226.43,0
2024-07-22,SKU0001,8,33406.32,4175.79,0
2024-07-23,SKU0001,16,66951.04,4184.44,0
2024-07-24,SKU0001,8,34023.28,4252.91,0
2024-07-25,SKU0001,10,41739.2,4173.92,0
2024-07-26,SKU0001,15,64188.0,4279.2,0
2024-07-27,SKU0001,7,29960.98,4280.14,0
2024-07-28,SKU0001,21,88330.62,4206.22,0
2024-07-29,SKU0001,10,41849.7,4184.97,0
2024-07-30,SKU0001,16,68020.32,4251.27,0
2024-07-31,SKU0001,5,21223.15,4244.63,0
2024-08-01,SKU0001,9,37553.49,4172.61,0
2024-08-02,SKU0001,18,76918.86,4273.27,0
2024-08-03,SKU0001,9,37871.19,4207.91,0
2024-08-04,SKU0001,14,58356.48,4168.32,0
2024-08-05,SKU0001,10,42101.7,4210.17,0
2024-08-06,SKU0001,8,33929.52,4241.19,0
2024-08-07,SKU0001,10,42292.1,4229.21,0
2024-08-08,SKU0001,15,63541.65,4236.11,0
2024-08-09,SKU0001,21,89829.18,4277.58,0
2024-08-10,SKU0001,18,75883.14,4215.73,0
2024-08-11,SKU0001,14,59259.62,4232.83,0
2024-08-12,SKU0001,12,51268.56,4272.38,0
2024-08-13,SKU0001,13,55348.93,4257.61,0
2024-08-14,SKU0001,9,38195.55,4243.95,0
2024-08-15,SKU0001,11,46245.54,4204.14,0
2024-08-16,SKU0001,15,62588.4,4172.56,0
2024-08-17,SKU0001,11,47141.6,4285.6,0
2024-08-18,SKU0001,18,75601.8,4200.1,0
2024-08-19,SKU0001,10,42542.5,4254.25,0
2024-08-20,SKU0001,4,17017.52,4254.38,0
2024-08-21,SKU0001,13,54816.19,4216.63,0
2024-08-22,SKU0001,11,46375.89,4215.99,0
2024-08-23,SKU0001,12,50469.84,4205.82,0
2024-08-24,SKU0001,13,55364.79,4258.83,0
2024-08-25,SKU0001,16,66635.36,4164.71,0
2024-08-26,SKU0001,6,25025.04,4170.84,0
2024-08-27,SKU0001,10,42343.3,4234.33,0
2024-08-28,SKU0001,14,58925.86,4208.99,0
2024-08-29,SKU0001,18,75881.52,4215.64,0
2024-08-30,SKU0001,12,50032.92,4169.41,0
2024-08-31,SKU0001,12,51050.04,4254.17,0
2024-09-01,SKU0001,14,58366.84,4169.06,0
2024-09-02,SKU0001,8,33342.08,4167.76,0
2024-09-03,SKU0001,19,80390.14,4231.06,0
2024-09-04,SKU0001,14,59127.88,4223.42,0
2024-09-05,SKU0001,10,41671.7,4167.17,0
2024-09-06,SKU0001,14,59445.54,4246.11,0
2024-09-07,SKU0001,20,84287.4,4214.37,0
2024-09-08,SKU0001,16,67519.84,4219.99,0
2024-09-09,SKU0001,13,54506.27,4192.79,0
2024-09-10,SKU0001,14,59818.22,4272.73,0
2024-09-11,SKU0001,16,67996.8,4249.8,0
2024-09-12,SKU0001,20,83597.8,4179.89,0
2024-09-13,SKU0001,8,34062.4,4257.8,0
2024-09-14,SKU0001,17,72030.7,4237.1,0
2024-09-15,SKU0001,15,63479.4,4231.96,0
2024-09-16,SKU0001,17,72376.14,4257.42,0
2024-09-17,SKU0001,13,54584.14,4198.78,0
2024-09-18,SKU0001,14,59475.64,4248.26,0
2024-09-19,SKU0001,17,70963.44,4174.32,0
2024-09-20,SKU0001,13,54199.34,4169.18,0
2024-09-21,SKU0001,28,117207.72,4185.99,0
2024-09-22,SKU0001,24,102632.64,4276.36,0
2024-09-23,SKU0001,20,84990.8,4249.54,0
2024-09-24,SKU0001,18,76807.44,4267.08,0
2024-09-25,SKU0001,20,84040.2,4202.01,0
2024-09-26,SKU0001,18,75901.68,4216.76,0
2024-09-27,SKU0001,12,50759.16,4229.93,0
2024-09-28,SKU0001,21,87503.43,4166.83,0
2024-09-29,SKU0001,20,84716.2,4235.81,0
2024-09-30,SKU0001,20,84861.4,4243.07,0
2024-10-01,SKU0001,22,93052.96,4229.68,0
2024-10-02,SKU0001,19,79717.54,4195.66,0
2024-10-03,SKU0001,18,76462.02,4247.89,0
2024-10-04,SKU0001,11,46079.55,4189.05,0
2024-10-05,SKU0001,24,100897.92,4204.08,0
2024-10-06,SKU0001,22,93578.98,4253.59,0
2024-10-07,SKU0001,19,79173.0,4167.0,0
2024-10-08,SKU0001,13,54711.28,4208.56,0
2024-10-09,SKU0001,28,117340.44,4190.73,0
2024-10-10,SKU0001,12,51185.76,4265.48,0
2024-10-11,SKU0001,17,72484.6,4263.8,0
2024-10-12,SKU0001,16,68542.88,4283.93,0
2024-10-13,SKU0001,22,94145.04,4279.32,0
2024-10-14,SKU0001,25,105789.5,4231.58,0
2024-10-15,SKU0001,19,80719.6,4248.4,0
2024-10-16,SKU0001,29,121689.22,4196.18,0
2024-10-17,SKU0001,28,118808.48,4243.16,0
2024-10-18,SKU0001,19,79341.72,4175.88,0
2024-10-19,SKU0001,17,72558.89,4268.17,0
2024-10-20,SKU0001,32,100506.88,3140.84,1
2024-10-21,SKU0001,32,108969.28,3405.29,1
2024-10-22,SKU0001,53,180655.27,3408.59,1
2024-10-23,SKU0001,41,123534.64,3013.04,1
2024-10-24,SKU0001,46,149277.82,3245.17,1
2024-10-25,SKU0001,29,95223.82,3283.58,1
2024-10-26,SKU0001,23,97253.2,4228.4,0
2024-10-27,SKU0001,20,83966.8,4198.34,0
2024-10-28,SKU0001,21,89110.35,4243.35,0
2024-10-29,SKU0001,31,131739.46,4249.66,0
2024-10-30,SKU0001,21,89039.79,4239.99,0
2024-10-31,SKU0001,24,101447.52,4226.98,0
2024-11-01,SKU0001,23,95813.86,4165.82,0
2024-11-02,SKU0001,18,77195.16,4288.62,0
2024-11-03,SKU0001,30,126920.1,4230.67,0
2024-11-04,SKU0001,23,98233.92,4271.04,0
2024-11-05,SKU0001,13,54093.26,4161.02,0
2024-11-06,SKU0001,21,87819.27,4181.87,0
2024-11-07,SKU0001,21,89445.09,4259.29,0
2024-11-08,SKU0001,29,121119.08,4176.52,0
2024-11-09,SKU0001,24,100126.32,4171.93,0
2024-11-10,SKU0001,26,111353.84,4282.84,0
2024-11-11,SKU0001,21,88605.09,4219.29,0
2024-11-12,SKU0001,26,108655.56,4179.06,0
2024-11-13,SKU0001,24,101909.28,4246.22,0
2024-11-14,SKU0001,20,85318.6,4265.93,0
2024-11-15,SKU0001,22,92298.8,4195.4,0
2024-11-16,SKU0001,27,115324.83,4271.29,0
2024-11-17,SKU0001,29,122745.98,4232.62,0
2024-11-18,SKU0001,20,83831.4,4191.57,0
2024-11-19,SKU0001,15,64121.25,4274.75,0
2024-11-20,SKU0001,25,105391.5,4215.66,0
2024-11-21,SKU0001,23,98127.43,4266.41,0
2024-11-22,SKU0001,18,76649.58,4258.31,0
2024-11-23,SKU0001,29,121741.13,4197.97,0
2024-11-24,SKU0001,65,222950.65,3430.01,1
2024-11-25,SKU0001,56,184452.8,3293.8,1
2024-11-26,SKU0001,48,147388.32,3070.59,1
2024-11-27,SKU0001,44,143263.12,3255.98,1
2024-11-28,SKU0001,20,85284.0,4264.2,0
2024-11-29,SKU0001,31,131268.88,4234.48,0
2024-11-30,SKU0001,28,118105.96,4218.07,0
2024-12-01,SKU0001,27,114355.8,4235.4,0
2024-12-02,SKU0001,24,102378.0,4265.75,0
2024-12-03,SKU0001,28,119378.84,4263.53,0
2024-12-04,SKU0001,30,127064.7,4235.49,0
2024-12-05,SKU0001,21,88016.04,4191.24,0
2024-12-06,SKU0001,26,109883.54,4226.29,0
2024-12-07,SKU0001,41,175201.2,4273.2,0
2024-12-08,SKU0001,23,95786.95,4164.65,0
2024-12-09,SKU0001,22,93481.08,4249.14,0
2024-12-10,SKU0001,25,106626.0,4265.04,0
2024-12-11,SKU0001,27,115434.72,4275.36,0
2024-12-12,SKU0001,20,84864.6,4243.23,0
2024-12-13,SKU0001,40,167705.6,4192.64,0
2024-12-14,SKU0001,23,96361.95,4189.65,0
2024-12-15,SKU0001,30,126186.9,4206.23,0
2024-12-16,SKU0001,23,97884.32,4255.84,0
2024-12-17,SKU0001,29,122123.06,4211.14,0
2024-12-18,SKU0001,32,134366.72,4198.96,0
2024-12-19,SKU0001,25,104888.0,4195.52,0
2024-12-20,SKU0001,24,101487.84,4228.66,0
2024-12-21,SKU0001,33,137692.5,4172.5,0
2024-12-22,SKU0001,36,153321.48,4258.93,0
2024-12-23,SKU0001,22,92115.32,4187.06,0
2024-12-24,SKU0001,19,79130.25,4164.75,0
2024-12-25,SKU0001,20,85365.4,4268.27,0
2024-12-26,SKU0001,27,114158.16,4228.08,0
2024-12-27,SKU0001,17,70887.28,4169.84,0
2024-12-28,SKU0001,41,174143.81,4247.41,0
2024-12-29,SKU0001,38,161786.9,4257.55,0
2024-12-30,SKU0001,22,92986.52,4226.66,0
2024-12-31,SKU0001,21,87686.76,4175.56,0
2025-01-01,SKU0001,17,71497.41,4205.73,0
2025-01-02,SKU0001,20,84978.0,4248.9,0
2025-01-03,SKU0001,25,105252.75,4210.11,0
2025-01-04,SKU0001,36,153205.56,4255.71,0
2025-01-05,SKU0001,31,130385.07,4205.97,0
2025-01-06,SKU0001,27,115801.92,4288.96,0
2025-01-07,SKU0001,24,101692.56,4237.19,0
2025-01-08,SKU0001,17,71447.94,4202.82,0
2025-01-09,SKU0001,28,117091.52,4181.84,0
2025-01-10,SKU0001,27,112432.05,4164.15,0
2025-01-11,SKU0001,31,131356.3,4237.3,0
2025-01-12,SKU0001,29,121728.95,4197.55,0
2025-01-13,SKU0001,27,115654.77,4283.51,0
2025-01-14,SKU0001,58,182350.26,3143.97,1
2025-01-15,SKU0001,55,181100.7,3292.74,1
2025-01-16,SKU0001,50,170811.5,3416.23,1
2025-01-17,SKU0001,41,124304.21,3031.81,1
2025-01-18,SKU0001,34,143374.6,4216.9,0
2025-01-19,SKU0001,25,105903.75,4236.15,0
2025-01-20,SKU0001,20,85185.4,4259.27,0
2025-01-21,SKU0001,22,92752.22,4216.01,0
2025-01-22,SKU0001,29,123483.74,4258.06,0
2025-01-23,SKU0001,34,143346.04,4216.06,0
2025-01-24,SKU0001,28,117987.52,4213.84,0
2025-01-25,SKU0001,29,121043.97,4173.93,0
2025-01-26,SKU0001,28,117973.24,4213.33,0
2025-01-27,SKU0001,24,99964.32,4165.18,0
2025-01-28,SKU0001,25,104078.0,4163.12,0
2025-01-29,SKU0001,20,83768.2,4188.41,0
2025-01-30,SKU0001,20,84571.8,4228.59,0
2025-01-31,SKU0001,16,67245.76,4202.86,0
2025-02-01,SKU0001,29,120745.27,4163.63,0
2025-02-02,SKU0001,39,162896.76,4176.84,0
2025-02-03,SKU0001,25,107187.0,4287.48,0
2025-02-04,SKU0001,18,75862.26,4214.57,0
2025-02-05,SKU0001,21,87774.12,4179.72,0
2025-02-06,SKU0001,24,100313.04,4179.71,0
2025-02-07,SKU0001,23,97042.06,4219.22,0
2025-02-08,SKU0001,22,93949.9,4270.45,0
2025-02-09,SKU0001,22,91701.06,4168.23,0
2025-02-10,SKU0001,24,101668.56,4236.19,0
2025-02-11,SKU0001,21,88976.79,4236.99,0
2025-02-12,SKU0001,18,76931.82,4273.99,0
2025-02-13,SKU0001,25,105047.25,,0
2025-02-14,SKU0001,15,62429.25,4161.95,0
2025-02-15,SKU0001,33,138501.33,4197.01,0
2025-02-16,SKU0001,26,110844.24,4263.24,0
2025-02-17,SKU0001,22,91975.84,4180.72,0
2025-02-18,SKU0001,36,152521.56,4236.71,0
2025-02-19,SKU0001,18,75631.5,4201.75,0
2025-02-20,SKU0001,19,79497.9,4184.1,0
2025-02-21,SKU0001,21,87717.21,4177.01,0
2025-02-22,SKU0001,36,153574.92,4265.97,0
2025-02-23,SKU0001,29,123327.14,4252.66,0
2025-02-24,SKU0001,28,117496.68,4196.31,0
2025-02-25,SKU0001,14,58366.7,4169.05,0
2025-02-26,SKU0001,17,71929.38,4231.14,0
2025-02-27,SKU0001,16,68196.48,4262.28,0
2025-02-28,SKU0001,26,110009.9,4231.15,0
2025-03-01,SKU0001,27,114609.87,4244.81,0
2025-03-02,SKU0001,18,76265.28,4236.96,0
2025-03-03,SKU0001,17,70913.46,4171.38,0
2025-03-04,SKU0001,25,104369.25,4174.77,0
2025-03-05,SKU0001,13,54576.73,4198.21,0
2025-03-06,SKU0001,27,114759.45,4250.35,0
2025-03-07,SKU0001,17,72802.84,4282.52,0
2025-03-08,SKU0001,17,71242.07,4190.71,0
2025-03-09,SKU0001,23,97095.42,4221.54,0
2025-03-10,SKU0001,21,87752.49,4178.69,0
2025-03-11,SKU0001,17,72046.51,4238.03,0
2025-03-12,SKU0001,18,75038.58,4168.81,0
2025-03-13,SKU0001,16,68596.96,4287.31,0
2025-03-14,SKU0001,22,91545.52,4161.16,0
2025-03-15,SKU0001,19,79978.03,4209.37,0
2025-03-16,SKU0001,32,134978.56,4218.08,0
2025-03-17,SKU0001,19,81295.68,4278.72,0
2025-03-18,SKU0001,16,66769.12,4173.07,0
2025-03-19,SKU0001,21,89031.6,4239.6,0
2025-03-20,SKU0001,19,79420.57,4180.03,0
2025-03-21,SKU0001,15,63561.45,4237.43,0
2025-03-22,SKU0001,22,94030.42,4274.11,0
2025-03-23,SKU0001,21,88477.83,4213.23,0
2025-03-24,SKU0001,14,59055.08,4218.22,0
2025-03-25,SKU0001,23,98264.05,4272.35,0
2025-03-26,SKU0001,25,105978.25,4239.13,0
2025-03-27,SKU0001,20,83781.4,4189.07,0
2025-03-28,SKU0001,12,51132.0,4261.0,0
2025-03-29,SKU0001,26,108860.18,4186.93,0
2025-03-30,SKU0001,21,89854.38,4278.78,0
2025-03-31,SKU0001,17,70911.59,4171.27,0
2025-04-01,SKU0001,16,66918.08,4182.38,0
2025-04-02,SKU0001,27,115666.92,4283.96,0
2025-04-03,SKU0001,21,89197.5,4247.5,0
2025-04-04,SKU0001,15,62768.1,4184.54,0
2025-04-05,SKU0001,30,125800.5,4193.35,0
2025-04-06,SKU0001,24,101246.16,4218.59,0
2025-04-07,SKU0001,19,80696.04,4247.16,0
2025-04-08,SKU0001,14,58539.32,4181.38,0
2025-04-09,SKU0001,15,63284.4,4218.96,0
2025-04-10,SKU0001,12,50762.64,4230.22,0
2025-04-11,SKU0001,11,47101.78,4281.98,0
2025-04-12,SKU0001,19,79290.23,4173.17,0
2025-04-13,SKU0001,18,75290.04,4182.78,0
2025-04-14,SKU0001,21,89357.1,4255.1,0
2025-04-15,SKU0001,12,50850.36,4237.53,0
2025-04-16,SKU0001,14,58582.58,4184.47,0
2025-04-17,SKU0001,14,58349.76,4167.84,0
2025-04-18,SKU0001,23,98598.7,4286.9,0
2025-04-19,SKU0001,31,131827.81,4252.51,0
2025-04-20,SKU0001,20,83457.8,4172.89,0
2025-04-21,SKU0001,11,46620.75,4238.25,0
2025-04-22,SKU0001,18,76897.44,4272.08,0
2025-04-23,SKU0001,14,59160.92,4225.78,0
2025-04-24,SKU0001,23,97146.48,4223.76,0
2025-04-25,SKU0001,11,45879.68,4170.88,0
2025-04-26,SKU0001,13,54412.93,4185.61,0
2025-04-27,SKU0001,21,88419.45,4210.45,0
2025-04-28,SKU0001,16,66885.92,4180.37,0
2025-04-29,SKU0001,22,94143.5,4279.25,0
2025-04-30,SKU0001,21,89879.16,4279.96,0
2025-05-01,SKU0001,14,58359.98,4168.57,0
2025-05-02,SKU0001,9,37851.93,4205.77,0
2025-05-03,SKU0001,20,84729.2,4236.46,0
2025-05-04,SKU0001,16,67145.92,4196.62,0
2025-05-05,SKU0001,12,51179.76,4264.98,0
2025-05-06,SKU0001,17,71032.8,4178.4,0
2025-05-07,SKU0001,18,75340.62,4185.59,0
2025-05-08,SKU0001,16,67472.8,4217.05,0
2025-05-09,SKU0001,9,37560.33,4173.37,0
2025-05-10,SKU0001,12,51399.36,4283.28,0
2025-05-11,SKU0001,14,58827.44,4201.96,0
2025-05-12,SKU0001,20,85575.8,4278.79,0
2025-05-13,SKU0001,11,46552.99,4232.09,0
2025-05-14,SKU0001,12,51284.04,4273.67,0
2025-05-15,SKU0001,14,59128.02,4223.43,0
2025-05-16,SKU0001,8,33866.08,4233.26,0
2025-05-17,SKU0001,7,29750.63,4250.09,0
2025-05-18,SKU0001,9,37836.9,4204.1,0
2025-05-19,SKU0001,10,42587.5,4258.75,0
2025-05-20,SKU0001,22,94248.0,4284.0,0
2025-05-21,SKU0001,14,59526.04,4251.86,0
2025-05-22,SKU0001,13,54628.34,4202.18,0
2025-05-23,SKU0001,8,33318.72,4164.84,0
2025-05-24,SKU0001,13,54405.78,4185.06,0
2025-05-25,SKU0001,18,75864.42,4214.69,0
2025-05-26,SKU0001,7,29441.3,4205.9,0
2025-05-27,SKU0001,16,67580.32,4223.77,0
2025-05-28,SKU0001,16,67554.88,4222.18,0
2025-05-29,SKU0001,11,47180.21,4289.11,0
2025-05-30,SKU0001,15,62527.2,4168.48,0
2025-05-31,SKU0001,24,101756.64,4239.86,0
